title,composer,style,key,transpose,comp_style,bpm,repeats,time_signature,chords
Straight Life,Hubbard Freddie,Latin,F,,0,0,,"(4, 4)","['F7', 'Eb7', 'F7', 'Eb7', 'Eb7', 'Eb7', 'Eb7', 'Eb7', 'Eb7', 'Eb7', 'Eb7', 'Eb7', 'Eb7', 'Eb7', 'Eb7', 'Eb7', 'Eb7']"
Straight No Chaser,Monk Thelonious,Medium Up Swing,Bb,,0,0,,"(4, 4)","['Bb7', 'Eb7', 'Bb7', 'Bb7', 'Eb7', 'Eb7', 'Bb7', 'Bb7', 'F7', 'F7', 'Bb7', 'F7']"
Straight Street,Coltrane John,Up Tempo Swing,Eb-,,0,0,,"(4, 4)","['B-7', 'E7', 'A-7', 'D7', 'G-7', 'C7', 'F-7', 'Bb7', 'Eb-7', 'E7', 'Gb7', 'D7', 'F-7', 'Bb7', 'Eb-7', 'Eb-7', 'B-7', 'E7', 'A-7', 'D7', 'G-7', 'C7', 'F-7', 'Bb7', 'Eb-7', 'E7', 'Gb7', 'D7', 'F-7', 'Bb7', 'Eb-7', 'Eb-7', 'Db-7', 'Gb7', 'Eb-7', 'Ab7', 'E-7', 'A7', 'D^7', 'C7#11', 'B-', 'C#7', 'F#-7', 'B7', 'G-7', 'C7', 'B-7', 'E7', 'A-7', 'D7', 'G-7', 'C7', 'F-7', 'Bb7', 'Eb-7', 'E7', 'Gb7', 'D7', 'F-7', 'Bb7', 'Eb-7', 'Eb-7']"
Straighten Up And Fly Right,Cole-Mills,Medium Swing,Ab,,0,0,,"(4, 4)","['Ab6', 'Db7', 'Do7', 'Ab/Eb', 'E7', 'Eb7', 'Ab6', 'Db7', 'Do7', 'Ab/Eb', 'Ab/Eb', 'Ab6', 'Ab6', 'Db6', 'Ab6', 'Bb-7', 'Eb9', 'Ab6', 'Ab6', 'Db6', 'Ab6', 'Bb9', 'Eb7', 'Ab6', 'Ab6', 'Db6', 'Ab6', 'Bb-7', 'Eb9', 'Ab6', 'Ab6', 'Db6', 'Ab6', 'Bb-7', 'Eb7', 'Ab6', 'C7', 'G-7', 'C7', 'F7', 'C-7', 'F7', 'Bb9', 'F-7', 'Bb9', 'Eb13', 'Eb13', 'Ab6', 'Ab6', 'Db6', 'Ab6', 'Bb-7', 'Eb9', 'Ab6', 'Ab7', 'Db6', 'Do7', 'Db6', 'Ab6', 'Bb-7', 'Eb7', 'Ab6']"
Strange Meeting,Frisell Bill,Medium Swing,C-,,0,0,,"(4, 4)","['C-', 'C-', 'C-', 'C-', 'C-', 'C-', 'C-', 'C-', 'C-', 'D/F#', 'Ab^7', 'Ab^7', 'Ab-6', 'Ab-6', 'C-', 'C-', 'C-', 'D/F#', 'Ab^7', 'Ab^7', 'Ab-6', 'Ab-6', 'C-', 'C-', 'F-', 'G7', 'C-', 'C-', 'F-', 'G7', 'C-', 'G7', 'F-', 'D/F#', 'Ab^7', 'Ab^7', 'Ab-6', 'Ab-6', 'C-', 'C-', 'C-', 'C-', 'C-', 'C-', 'C-', 'C-', 'C-', 'C-', 'C-', 'D/F#', 'Ab^7', 'Ab^7', 'Ab-6', 'Ab-6', 'C-', 'C-', 'C-', 'D/F#', 'Ab^7', 'Ab^7', 'Ab-6', 'Ab-6', 'C-', 'C-', 'F-', 'G7', 'C-', 'C-', 'F-', 'G7', 'C-', 'G7', 'F-', 'D/F#', 'Ab^7', 'Ab^7', 'Ab-6', 'Ab-6', 'C-', 'C-', 'Ab-6', 'Ab-6', 'C-', 'C-', 'Ab-6', 'Ab-6', 'C-', 'C-']"
Stranger On The Shore,"Bernard Stanley (Acker) Bilk, Robert Mellin 1961",Ballad,Bb,,0,0,,"(4, 4)","['Bb', 'C-7', 'F7', 'Bb', 'Bb7', 'Eb', 'Eb-', 'Bb', 'G-7', 'C7', 'C-7', 'F7', 'Bb', 'C-7', 'F7', 'Bb', 'Bb7', 'Eb', 'Eb-', 'Bb', 'G-7', 'D-', 'Bb7', 'C-7', 'F7', 'Bb', 'Bb7', 'Eb', 'Bb', 'C-7', 'F7', 'Bb', 'Bb7', 'Eb', 'D-', 'C7', 'C-7', 'F7', 'Bb', 'C-7', 'F7', 'Bb', 'Bb7', 'Eb', 'Eb-', 'Bb', 'G-7', 'D-', 'Bb7', 'C-7', 'F7', 'Bb', 'F7', 'Bb', 'C-7', 'F7', 'Bb', 'Bb7', 'Eb', 'Eb-', 'Bb', 'G-7', 'C7', 'C-7', 'F7', 'Bb', 'C-7', 'F7', 'Bb', 'Bb7', 'Eb', 'Eb-', 'Bb', 'G-7', 'D-', 'Bb7', 'C-7', 'F7', 'Bb', 'Bb7', 'Eb', 'Bb', 'C-7', 'F7', 'Bb', 'Bb7', 'Eb', 'D-', 'C7', 'C-7', 'F7', 'Bb', 'C-7', 'F7', 'Bb', 'Bb7', 'Eb', 'Eb-', 'Bb', 'G-7', 'D-', 'Bb7', 'C-7', 'F7', 'Bb', 'F7', 'Gb7', 'Bb']"
Strangers In The Night,Kaempfert Bert,Slow Swing,F,,0,0,,"(4, 4)","['F^7', 'F^7', 'F^7', 'F^7', 'F^7', 'F/A', 'Abo7', 'G-6', 'Eb/G', 'G-6', 'Eb/G', 'G-7', 'G-7', 'G-7', 'G-7', 'G-7', 'G-7', 'G-7', 'C7b9', 'F^7', 'F^7', 'Ah7', 'Ah7', 'D7b9', 'D7b9', 'G-7', 'Bb-6', 'F/C', 'D-7', 'G-7', 'C7', 'F^7', 'F^7', 'F^7', 'F/A', 'Abo7', 'G-7', 'C7b9', 'F6', 'F6']"
Strayhorn 2,Mulligan Gerry,Ballad,D,,0,0,,"(4, 4)","['D^7', 'Eh7/D', 'Do7', 'D^7', 'Do7', 'G-7', 'D^7', 'E-7', 'Asus', 'D^7', 'Eh7/D', 'Do7', 'D^9', 'Do7', 'G-11', 'D^7', 'Ab9', 'G^7', 'A/G', 'F#-7', 'F^7', 'C/E', 'F^7', 'F#-', 'B7', 'E^', 'Bb7', 'G^7/A', 'D^7', 'Eh7/D', 'Do7', 'D^9', 'Do7', 'G-7', 'D^7', 'G-11', 'D^7', 'E-7', 'Asus']"
Street Life,Sample Joe,Medium Ballad,Ab,,0,0,,"(4, 4)","['Ab^7', 'Eb-6/Gb', 'F7sus', 'F7', 'Bb-7', 'Db-6/E', 'Eb7sus', 'Eb-7', 'Ab^7', 'Ab/Gb', 'F7sus', 'F7', 'Bb13', 'Bb7#5', 'Bb-7', 'F-7', 'Bb-7', 'F-7', 'Db^', 'Dh', 'Eb9sus', 'F-7', 'Eb7/G', 'Ab^7', 'Eb-6/Gb', 'F7sus', 'F7', 'Bb-7', 'Db-6/E', 'Eb7sus', 'Eb-7', 'Ab^7', 'Ab/Gb', 'F7sus', 'F7', 'Bb13', 'Bb7#5', 'Bb-7', 'F-7', 'Bb-7', 'F-7', 'Db^', 'Dh', 'Eb9sus', 'Ebsus', 'Absus', 'Db^', 'Gbsus', 'B^7', 'Bb/C', 'B/Db', 'Db/E', 'Db/E', 'F-7', 'Bb-7', 'F-7', 'Bb-7', 'F-7', 'Bb-7', 'C-7', 'F-7', 'F-7', 'Bb-7', 'C-7', 'F-7', 'Bb-7', 'Eb9sus', 'C-7', 'F7#9', 'Bb-7', 'Eb9sus', 'Ab^7', 'Ab^7', 'Eb-6/Gb', 'F7sus', 'F7', 'Bb-7', 'Db-6/E', 'Eb7sus', 'Eb-7', 'Ab^7', 'Ab/Gb', 'F7sus', 'F7', 'Bb13', 'Bb7#5', 'Bb-7', 'F-7', 'Bb-7', 'F-7', 'Db^', 'Dh', 'Eb9sus', 'Ab-7', 'Db9sus', 'Gb^7', 'G-7b5', 'Bb-7', 'Eb9sus', 'Ab^7', 'C7#9#5', 'C#-7', 'F#sus', 'B^', 'B-7', 'Esus', 'A^', 'Bb-7', 'Eb9sus', 'Ab^7', 'E^7', 'B7/D#', 'C#-7', 'B7', 'Eb^7', 'B7/D#', 'C#-7', 'B7', 'F^7', 'C7/E', 'D-7', 'C7', 'F^7', 'C7/E', 'D-7', 'Bb9sus', 'Ab^7', 'Bb9sus']"
Street Of Dreams,Young Victor,Ballad,Eb,,0,0,,"(4, 4)","['Eb-6', 'B7', 'Bb7b13', 'Eb-6', 'B7', 'Bb7b13', 'Eb-6', 'Db7', 'B7', 'Bb7', 'Eb-6', 'A9#11', 'Bbh7', 'Eb7b9', 'Ab-6', 'Bb7b13', 'E9', 'Eb-6', 'B7', 'Bb7b13', 'Eb-', 'Db7', 'B7', 'Bb7', 'Ch7', 'B7', 'F-7', 'Bb7', 'F7', 'F-7', 'Bb7', 'Eb^7', 'Ab^7', 'G-7', 'C7#5', 'F7', 'F-7', 'Bb7', 'Eb^7', 'Bb7#5', 'Bb-7', 'Eb7', 'Ab6', 'Db7', 'Eb^7', 'Db7', 'C7b9', 'F7', 'B7#5', 'F-7', 'Bb7', 'Eb6']"
Strike Up The Band,Gershwin George,Up Tempo Swing,Eb,,0,0,,"(4, 4)","['Eb^7', 'Eb^7', 'Eo7', 'Eo7', 'F-7', 'Bb7', 'Eb^7', 'Bb-7', 'Eb7', 'Ab^7', 'Ab^7', 'Ao7', 'Ao7', 'Bb-7', 'Eb7', 'Ab^7', 'Ab^7/G', 'F-7', 'Bb7', 'Eb^7', 'Eb^7', 'Dh7', 'G7b9', 'C-7', 'F7', 'F-7', 'Bb7', 'Eb^7', 'Eb^7', 'Gh7', 'C7b9', 'F-7', 'Bb7', 'Eb^7', 'F-7', 'Bb7']"
Strode Rode,Rollins Sonny,Medium Up Swing,F-,,0,0,,"(4, 4)","['F-7', 'Gh7', 'C7b13', 'F-7', 'Gh7', 'C7b13', 'F-7', 'Gh7', 'C7b13', 'Db7', 'C7b13', 'F-7', 'Gh7', 'C7b13', 'F-7', 'Gh7', 'C7b13', 'F-7', 'Gh7', 'C7b13', 'F-7', 'Gh7', 'C7b13', 'Db7', 'C7b13', 'F-7', 'F-7', 'Bb-7', 'Eb7', 'Ab-7', 'Db7', 'C7b13', 'F-7', 'Gh7', 'C7b13', 'F-7', 'Gh7', 'C7b13', 'F-7', 'Gh7', 'C7b13', 'Db7', 'C7b13', 'F-7', 'Gh7', 'C7b13']"
Strollin',Silver Horace,Medium Swing,Db,,0,0,,"(4, 4)","['Db^7', 'Db^7', 'E-7', 'A7', 'Eb-7', 'Ab7', 'Db^7', 'Db^7', 'Ab-7', 'Db7', 'G-7', 'C7', 'F-7', 'Bb-7', 'Eb-7', 'Ab7', 'Db^7', 'Bb-7', 'Eb7#11', 'Ab7', 'Db^7', 'Db^7', 'E-7', 'A7', 'Eb-7', 'Ab7', 'Db^7', 'Db^7', 'Ab-7', 'Db7', 'G-7', 'C7', 'F-7', 'Bb-7', 'Eb7#11', 'F#-7', 'B7', 'F-7', 'Bb7', 'Eb-7', 'Ab7', 'Db^7', 'Bb-7', 'Eb-7', 'Ab7', 'Db^7', 'Eb-7', 'Ab7', 'Db^7', 'E-7', 'A7', 'Eb-7', 'Ab7', 'Db^7', 'Db^7', 'Ab-7', 'Db7', 'G-7', 'C7', 'F-7', 'Bb-7', 'Eb-7', 'Ab7', 'Db^7', 'Bb-7', 'Eb7#11', 'Ab7', 'Db^7', 'Db^7', 'E-7', 'A7', 'Eb-7', 'Ab7', 'Db^7', 'Db^7', 'Ab-7', 'Db7', 'G-7', 'C7', 'F-7', 'Bb-7', 'Eb7#11', 'F#-7', 'B7', 'F-7', 'Bb7', 'Eb-7', 'Ab7', 'Db^7', 'Gb7', 'F-7', 'Bb7', 'Eb-7', 'Ab7', 'Db^7#11']"
Struttin' With Some Barbecue,Armstrong Lillian,Medium Swing,F,,0,0,,"(4, 4)","['F^7', 'F^7', 'F6', 'F6', 'F^7', 'F^7', 'D7', 'D7', 'G-7', 'C9', 'C#o', 'D-7', 'D-7', 'G7', 'G7', 'C7', 'C7', 'F^7', 'F^7', 'F6', 'F6', 'C-9', 'F7', 'Bb6', 'Bb6', 'Bb6', 'Bb-6', 'F^7', 'D9', 'G-7', 'C7', 'F6', 'Db7', 'C7']"
Stumbling (Dixieland Tunes),Edward Elzear (Zez) Confrey (1922),Medium Swing,F,,0,0,,"(4, 4)","['F', 'F', 'F', 'F7', 'D7', 'G7', 'G7', 'G7', 'G7', 'C7', 'C7', 'C#o', 'D-', 'D-', 'G7', 'G7', 'C', 'C7', 'F', 'F', 'F', 'F7', 'D7', 'G7', 'G7', 'G7', 'G7', 'Bb-6', 'Bb-6', 'F', 'F', 'D7', 'G7', 'C7', 'F', 'F']"
Subconscious Lee,Konitz Lee,Medium Up Swing,C,,0,0,,"(4, 4)","['Gh7', 'C7b9', 'F-7', 'F-7', 'Dh7', 'G7b9', 'C^7', 'C^7', 'Gh7', 'C7b9', 'F-7', 'F-7', 'Dh7', 'G7b9', 'C^7', 'C^7', 'C-7', 'F7', 'Bb^7', 'Bb^7', 'Ab7', 'Ab7', 'G7', 'G7', 'Gh7', 'C7b9', 'F-7', 'F-7', 'Dh7', 'G7b9', 'C^7', 'C^7']"
Suddenly It's Spring,Van-Heusen Jimmy,Medium Swing,Bb,,0,0,,"(4, 4)","['C-7', 'D7', 'G-7', 'C13', 'C-7', 'F7', 'Bb^7', 'Dh7', 'G7', 'C-7', 'D7', 'G-7', 'C13', 'C#o7', 'D^7', 'B-7', 'E-7', 'A7', 'D6', 'F-7', 'Bb7', 'F-7', 'Bb7', 'Eb^7', 'Bb7', 'Eb^7', 'D-7', 'G7', 'C-7', 'Dh7', 'G7', 'C-7', 'D7', 'G-7', 'C13', 'C-7', 'F7', 'Bb6', 'Dh7', 'G7']"
Sugar,Turrentine Stanley,Medium Swing,C-,,0,0,,"(4, 4)","['C-7', 'Dh7', 'G7b9b13', 'C-7', 'G7b9b13', 'C-7', 'C-7', 'G7sus', 'G7b9b13', 'C-7', 'Gb7#11', 'F-7', 'Eb7', 'Dh7', 'G7b9b13', 'Ab7#11', 'G7b9b13']"
Sugar (That Sugar Baby Of Mine),"Pinkard, Mitchell, Bellenda, 1926",Medium Swing,C,,0,0,,"(4, 4)","['C', 'A7', 'D7', 'G7', 'C', 'C', 'Ebo7', 'D-7', 'G7', 'C', 'A7', 'D-7', 'G7', 'C', 'A7', 'D7', 'G7', 'C', 'C', 'Ebo7', 'G', 'G#o7', 'A-7', 'D7', 'G7', 'D-7', 'G7', 'C7', 'G-7', 'C7', 'G-7', 'C7', 'F', 'A7', 'D7', 'G7', 'C', 'A7', 'D7', 'G7', 'C', 'C', 'Ebo7', 'D-7', 'A7', 'D7', 'G7', 'C', 'C']"
Sugar Blues,"Clarence Williams, Lucy Fletcher (1923)",Medium Swing,C,,0,0,,"(4, 4)","['C', 'C', 'G7', 'G7', 'G7', 'G7', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C7', 'F', 'F-', 'C', 'A7', 'D7', 'G7', 'C', 'A7', 'D7', 'G7', 'C']"
Sugar Foot Stomp (Dippermouth Blues),"Oliver, Armstrong, Melrose (1923)",Medium Swing,Bb,,0,0,,"(4, 4)","['Bbo', 'F7', 'Bbo', 'F7', 'Bb', 'Bb', 'Bbo', 'Bbo', 'Bb', 'Bb', 'Bb7', 'Bb7', 'Eb', 'Eb', 'Eo', 'Eo', 'Bb', 'Bb', 'G7', 'G7', 'C7', 'C7', 'F7', 'F7', 'Bb', 'Eb', 'Bb']"
Summer Band Camp,Goodrick Mick,Even 8ths,C,,0,0,,"(4, 4)","['C^7/G', 'C^7/G', 'Ab^7#11/G', 'Ab^7#11/G', 'Gb^7#11', 'Gb^7#11', 'D^7#11/F#', 'D^7#11/F#', 'Bb7/F', 'Bb7', 'E^7#11/G#', 'E^7#11/G#', 'Db^7/Ab', 'Db^7/Ab', 'F7/A', 'F7', 'B^7/Bb', 'B^7/Bb', 'G7sus', 'G7sus', 'Eb^7/G', 'Eb^7/G', 'A7/G', 'A7/G']"
Summer In Central Park,Silver Horace,Waltz,F,,0,0,,"(3, 4)","['F69', 'A7b9#5', 'D-9', 'G13', 'Db69', 'Gb69', 'G-9', 'A13b9', 'D^9', 'D^9', 'D-9', 'D-9', 'D^9', 'D^9', 'D-9', 'D-9', 'D^9', 'D^9', 'G-7', 'C7b9', 'F69', 'A7b9#5', 'D-9', 'G13', 'Db69', 'Gb69', 'A69', 'D69', 'Db69', 'Db69', 'G-7', 'C7b9', 'Ab69', 'Gb69', 'F69', 'G-7', 'C7b9']"
"Summer Knows, The",Legrand Michel,Ballad,F-,,0,0,,"(4, 4)","['F-', 'C7b9/E', 'F-7/Eb', 'Dh7', 'Bb-7', 'F7b9/A', 'Bb-7/Ab', 'Gh7', 'C7b9sus', 'C7b9', 'F^7', 'Bb-6/F', 'F^7', 'C-7/F', 'F7b9', 'Bb^7', 'Bh7', 'E7b9', 'A^7', 'E7b9', 'A^7', 'Eb7b9', 'Ab^7', 'Eb7b9', 'Ab^7', 'D7b9', 'G^7', 'Gh7', 'C7b9', 'F^7/C', 'Bb-6/C', 'F^7/C', 'Bb-6/C', 'F-7/C', 'Fo7/C', 'C7b9sus', 'F-', 'F-']"
Summer Serenade,Carter Benny,Bossa Nova,Db,,0,0,,"(4, 4)","['Db^7', 'G13', 'G9', 'C^7', 'F#13', 'F#9', 'B^7', 'F13', 'F9', 'Bb^7', 'F-7', 'Bb9', 'Eb^7', 'A13', 'A9', 'D^7', 'Ab13', 'Ab9', 'Db^7', 'B^7', 'A^7', 'Ab7sus', 'Ab9', 'Db^7', 'G13', 'G9', 'C^7', 'F#13', 'F#9', 'B^7', 'F13', 'F9', 'Bb9', 'Bh7', 'F^7/C', 'C7/Bb', 'F6/A', 'Ab9', 'Db^7', 'C7b9', 'Bh7', 'Bb-6', 'F69', 'Ab9', 'Bh', 'Bb-6', 'F6/A', 'Ab7', 'G13', 'Gb13', 'G/F']"
"Summer Wind, The",Meyer-Mercer,Medium Swing,F,,0,0,,"(4, 4)","['F^7', 'F#o7', 'G-7', 'C7', 'G-7', 'C7', 'F^7', 'F^7', 'F7', 'C-7', 'F7', 'Bb^7', 'Bb-6', 'A-7', 'D7b9', 'G-7', 'C7', 'F^7', 'A-7', 'D9', 'G^7', 'G#o7', 'A-7', 'D9', 'A-7', 'D7', 'G^7', 'G6', 'G7', 'D-7', 'G13', 'C^9', 'C-6', 'B-7', 'E7', 'A-7', 'D7', 'G^7', 'B-7', 'E9', 'A^7', 'A#o7', 'B-7', 'E7', 'B-7', 'E7', 'A^7', 'A6', 'A7', 'E-7', 'A13', 'D^9', 'D-6', 'C#-7', 'F#7b9', 'B-7', 'E7', 'A^7', 'G-7', 'C7']"
Summertime,Gershwin George,Slow Swing,A-,,0,0,,"(4, 4)","['A-7', 'A-7', 'A-7', 'E7b13', 'A-7', 'A-7', 'A-7', 'A7b9', 'D-7', 'F7', 'B7#5', 'E7b9', 'A-7', 'A-7', 'A-7', 'E7b13', 'A-7', 'D7', 'G7b9', 'C^7', 'A-7', 'Bh7', 'E7b13', 'A-7', 'Bh7', 'E7b13']"
Summertime (Dixieland Tunes),George Gershwin (1935),Slow Swing,G-,,0,0,,"(4, 4)","['G-', 'D7', 'G-', 'D7', 'G-', 'D7', 'G-', 'C-', 'C-', 'C#o', 'D', 'A7', 'D7', 'G-', 'D7', 'G-', 'D7', 'G-', 'D7', 'G-', 'Bbo', 'Bb', 'G-', 'Ah', 'D7', 'G-', 'C-', 'G-']"
Sun down,Montgomery Wes,Medium Swing,A,,0,0,,"(4, 4)","['A13', 'A-7', 'D9', 'A13', 'E-9', 'A7#5', 'A-7', 'D9', 'A-7', 'D9', 'A13', 'Db-7', 'Gb7b9', 'B-7', 'Db-7', 'B-7', 'D-7', 'Db-7', 'C-7', 'B-7', 'E7#9', 'A13', 'A-7', 'D9', 'A13', 'E-9', 'A7#5', 'A-7', 'D9', 'A-7', 'D9', 'A13', 'Db-7', 'C-7', 'B-7', 'B-7', 'A13', 'C13', 'B13', 'Bb13']"
Sunday,"Krueger, Styne, Cohn, Miller (1926)",Medium Swing,Bb,,0,0,,"(4, 4)","['Bb', 'Dbo', 'F7', 'G7', 'C7', 'F7', 'Bb', 'C-7', 'F7', 'Bb', 'A7', 'D-', 'D-', 'G-', 'Bb-', 'C7', 'F7', 'F7', 'F+', 'Bb', 'Bb', 'Dbo', 'C-7', 'F7', 'F-7', 'G7', 'C7', 'F7', 'Bb', 'Dbo', 'C-7', 'F7', 'Bb', 'Eb', 'Bb', 'D7', 'D7', 'G7', 'G7', 'C7', 'C7', 'F7', 'F7', 'Bb', 'Bb', 'Dbo', 'C-7', 'F7', 'F-7', 'G7', 'C7', 'F7', 'Bb', 'Eb', 'Bb']"
Sunny,Hebb Bobby,Rock Pop,A-,,0,0,,"(4, 4)","['A-7', 'C7', 'F^7', 'Bh7', 'E7b9', 'A-7', 'C7', 'F^7', 'Bh7', 'E7b9', 'A-7', 'C7', 'F^7', 'Bb7', 'Bh7', 'E7b9', 'A-7', 'E7b9']"
Sunset Cafe Stomp,"Louis Armstrong, Percy Venable 1926",Medium Swing,Bb,,0,0,,"(4, 4)","['Bb', 'Bb', 'F7', 'F7', 'F7', 'F7', 'Bb', 'Bb', 'D7', 'D7', 'G7', 'G7', 'C7', 'C7', 'F7', 'F7', 'Bb7', 'Bb7', 'Eb', 'Eb', 'C7', 'C7', 'F7', 'F7', 'Bb', 'Bb7', 'Eb', 'Eb', 'Eb', 'Eo', 'Bb', 'G7', 'C7', 'F7', 'Bb', 'G7', 'C7', 'F7', 'Bb', 'Bb', 'F7', 'Bb', 'Bb', 'Bb', 'Bb', 'C7', 'F7', 'F9', 'Bb', 'F9', 'Bb', 'F9', 'Bb', 'F', 'C7', 'F7']"
Sunshower,Barron Kenny,Bossa Nova,A-,,0,0,,"(4, 4)","['A-7', 'Bh7', 'A-7', 'Bh7', 'A-7', 'Bh7', 'A-7', 'Bh7', 'A-7', 'Bh7', 'A-7', 'Bh7', 'A-7', 'Bh7', 'A-7', 'Bh7', 'A-7', 'Bh7', 'A-7', 'Bh7', 'A-7', 'Bh7', 'A-7', 'A7b9', 'D-7', 'D-7', 'E7', 'E7', 'F^7', 'F^7', 'Bh7', 'E7', 'A-7', 'Bh7', 'A-7', 'Bh7', 'A-7', 'Bh7', 'A-7', 'Bh7']"
Surrey With The Fringe On The Top,Rodgers Richard,Medium Swing,Bb,,0,0,,"(4, 4)","['Bb^7', 'Bo7', 'C-7', 'F7', 'Bb^7', 'Bo7', 'C-7', 'F7', 'Bb^7', 'Bo7', 'Ah7', 'D7', 'G-7', 'C7', 'C-7', 'F7', 'Bb^7', 'Bo7', 'C-7', 'F7', 'Bb^7', 'Bo7', 'C-7', 'F7', 'Bb^7', 'Bo7', 'Ah7', 'D7', 'G-7', 'C7', 'C-7', 'F7', 'F-7', 'Bb7', 'Eb6', 'C7', 'F-7', 'Bb7', 'Eb6', 'G-7', 'C7', 'F6', 'D7', 'G-7', 'C7', 'C-7', 'F7', 'Bb^7', 'Bo7', 'C-7', 'F7', 'Bb^7', 'Bo7', 'C-7', 'F7', 'Bb^7', 'Bo7', 'Ah7', 'D7', 'G-7', 'C7', 'C-7', 'F7', 'D-7', 'G7', 'C-7', 'F7', 'D-7', 'G7', 'C-7', 'F7', 'D-7', 'G7', 'C-7', 'F7', 'Bb6', 'Bb6']"
Swanee,"George Gershwin, Irving Caesar (1919)",Medium Swing,F,,0,0,,"(4, 4)","['F-', 'Bb-', 'F-', 'G7', 'C7', 'F-', 'G7', 'Bb-', 'F-', 'F-', 'Bb', 'F-', 'Bb', 'F-', 'C7', 'F-', 'F-', 'C7', 'C7', 'F-', 'Bb-', 'F-', 'G7', 'C7', 'F-', 'G7', 'Bb-', 'F-', 'F-', 'Bb', 'F-', 'Bb', 'F-', 'C7', 'F-', 'C7', 'F-', 'F7', 'G7', 'C+', 'F', 'F', 'F+', 'F+', 'Bb', 'Bb', 'F', 'F', 'F', 'Db7', 'G-', 'G-', 'G-', 'C7', 'F', 'C7', 'F', 'F', 'F+', 'F+', 'Bb', 'Bb', 'F', 'F', 'F', 'F+', 'Bb', 'Bb', 'C7', 'C7', 'F', 'C7', 'F']"
Sway,Ruiz-Gimbel,Latin,G-,,0,0,,"(4, 4)","['Ah7', 'D7', 'Ah7', 'D7', 'G-7', 'G-7', 'Eb7', 'D7', 'Eb7', 'D7', 'G-7', 'G-7', 'Ah7', 'D7', 'Ah7', 'D7', 'G-7', 'G-7', 'Eb7', 'D7', 'Eb7', 'D7', 'G-7', 'G-7', 'F7', 'F7', 'Bb^7', 'Bb^7', 'D7', 'D7', 'G-7', 'D7', 'Ah7', 'D7', 'Ah7', 'D7', 'G-7', 'G-7', 'Eb7', 'D7', 'Eb7', 'D7', 'G-7', 'G-7']"
Sweeping The Blues Away,Johnny Hodges (1952),Medium Swing,F,,0,0,,"(4, 4)","['F', 'C7', 'F', 'F7', 'Bb', 'F7', 'Bb', 'C7', 'C7', 'F', 'D7', 'G', 'G', 'C7', 'C7', 'F', 'C7', 'F', 'F7', 'Bb', 'F7', 'Bb', 'F', 'F', 'D7', 'D7', 'G7', 'C7', 'F', 'F', 'F', 'C7', 'F', 'F7', 'Bb', 'F7', 'Bb', 'C7', 'C7', 'F', 'D7', 'G', 'G', 'C7', 'C7', 'F', 'C7', 'F', 'F7', 'Bb', 'F7', 'Bb', 'F', 'F', 'D7', 'D7', 'G7', 'C7', 'F', 'E7', 'Eb7', 'D7', 'G7', 'C7', 'F', 'F']"
Sweeping Up,Swallow Steve,Ballad,G,,0,0,,"(3, 4)","['D7', 'G^7', 'F#-7', 'B-', 'E-7', 'B-', 'A-7']"
Sweet And Lovely,Arnheim-Daniels-Tobias,Medium Swing,C,,0,0,,"(4, 4)","['G-7', 'C7', 'G-7', 'C7', 'F7', 'Bb^7', 'Eb7', 'C^7', 'G7', 'C6', 'G-7', 'C7', 'G-7', 'C7', 'F7', 'Bb^7', 'Eb7', 'C^7', 'G7', 'C6', 'F-7', 'Bb7', 'C^7', 'F-7', 'Bb7', 'C^7', 'Ab-7', 'Db7', 'Eb^7', 'Eb-7', 'Ab7', 'D-7', 'G7', 'G-7', 'C7', 'G-7', 'C7', 'F7', 'Bb^7', 'Eb7', 'C^7', 'G7', 'C6']"
Sweet As Bear Meat,Johnny Hodges (1954),Medium Swing,Bb,,0,0,,"(4, 4)","['Bb', 'Bb', 'Bb', 'Bb7', 'Eb', 'Eb-', 'Bb', 'Bb', 'F7', 'F7', 'Bb', 'Eb', 'Bb', 'F7', 'Bb', 'Bb', 'Bb', 'Bb7', 'Eb', 'Eb-', 'Bb', 'Bb', 'F7', 'F7', 'Bb', 'Eb', 'Bb', 'F7', 'Bb', 'Bb7', 'Eb', 'A7', 'Bb', 'D7', 'G-', 'Bb7', 'Eb', 'Eb-', 'Bb', 'Bb', 'F7', 'F7', 'Bb', 'Eb', 'Bb', 'F7', 'Bb', 'Bb', 'Bb', 'Bb7', 'Eb', 'Eb-', 'Bb', 'Bb', 'F7', 'F7', 'Bb', 'Eb', 'Bb', 'F7', 'Bb', 'Bb7', 'Eb', 'A7', 'Bb', 'D7', 'G-', 'Bb7', 'Eb', 'Eb-', 'Bb', 'Bb', 'F7', 'F7', 'Bb', 'Eb', 'Bb', 'F7', 'Bb', 'Bb', 'Bb', 'Bb7', 'Eb', 'Eb-', 'Bb', 'Bb', 'F7', 'F7', 'Bb', 'Eb', 'Bb', 'F7']"
